IDS,Income,Solar energy,Num of members,Energy usage
2574,3,0,1,2
2575,2,0,3,2
2576,8,0,2,4
2577,3,0,4,4
2578,3,0,3,4
2579,2,0,2,2
2580,1,0,1,3
2581,8,0,2,3
2582,1,-2,2,1
2583,2,0,2,2
2584,2,0,2,3
2585,8,0,4,2
2586,4,0,2,3
2587,1,0,2,2
2588,2,0,1,1
2589,3,-2,1,1
2590,4,0,5,4
2591,3,-2,3,2
2592,3,0,2,3
2593,4,0,2,1
2594,2,0,1,2
2595,5,-2,4,1
2596,5,0,2,3
2597,2,-2,1,2
2598,4,0,2,4
2599,2,0,1,4
2600,2,0,1,1
2601,2,0,1,3
2602,5,0,2,2
2603,2,0,1,2
2604,7,0,3,3
2605,2,0,1,1
2606,3,-2,2,3
2607,2,0,1,1
2608,2,0,2,1
2609,4,0,3,1
2610,5,-2,2,2
2611,3,0,2,2
2612,6,0,2,1
2613,5,0,1,3
2614,1,0,1,2
2615,4,0,4,4
2616,8,0,5,4
2617,1,0,1,1
2618,2,0,4,4
2619,3,0,4,1
2620,2,0,2,3
2621,6,0,2,2
2622,6,0,4,4
2623,2,-2,1,1
2624,8,0,2,4
2625,4,0,2,3
2626,3,0,2,2
2627,2,-2,3,3
2628,5,0,2,3
2629,3,0,2,3
2630,4,0,3,4
2631,3,0,2,2
2632,3,-2,1,1
2633,7,0,6,4
2634,2,0,1,2
2635,2,0,3,1
2636,5,0,6,4
2637,3,0,4,4
2638,6,0,2,3
2639,1,0,2,2
2640,2,0,2,1
2641,4,0,4,2
2642,5,0,3,3
2643,8,0,4,4
2644,4,0,3,3
2645,2,0,1,1
2646,2,0,2,3
2647,4,0,3,2
2648,1,0,4,4
2649,3,0,3,2
2650,2,0,3,3
2651,7,-2,1,1
2652,2,-2,2,1
2653,1,0,4,4
2654,1,0,2,4
2655,2,0,3,4
2656,4,0,2,2
2657,8,0,2,4
2658,8,0,4,2
2659,1,-2,2,2
2660,1,-2,4,3
2661,1,0,2,3
2662,8,-2,2,1
2663,1,-2,2,1
2664,3,0,2,2
2665,6,0,5,4
2666,4,0,2,1
2667,5,0,5,4
2668,6,0,4,2
2669,6,0,1,4
2670,2,0,1,3
2671,3,-2,1,2
2672,4,0,3,4
2673,2,0,1,1
2674,2,-2,5,4
2675,6,-2,1,1
2676,1,0,1,3
2677,4,0,4,4
2678,1,0,1,1
2679,7,0,2,4
2680,3,0,2,1
2681,3,-2,1,1
2682,2,0,1,3
2683,8,0,4,4
2684,7,0,4,4
2685,1,0,1,2
2686,1,-2,1,1
2687,5,-2,1,1
2688,1,0,8,1
2689,1,-2,1,3
2690,3,-2,2,2
2691,3,0,1,1
2692,7,0,4,3
2693,5,0,1,1
2694,3,0,2,4
2695,8,0,4,4
2696,2,0,3,1
2697,2,0,2,1
2698,5,-2,1,1
2699,4,0,2,4
2700,2,0,1,3
2701,1,-2,2,3
2702,2,-2,1,1
2703,1,0,2,2
2704,2,0,1,3
2705,6,0,3,1
2706,2,0,2,2
2707,2,0,6,3
2708,6,0,3,3
2709,8,0,3,1
2710,4,0,3,4
2711,2,-2,4,1
2712,7,0,2,2
2713,6,0,4,4
2714,1,-2,2,1
2715,3,0,2,2
2716,2,0,2,4
2717,6,0,4,3
2718,6,0,4,2
2719,6,0,7,4
2720,6,0,3,4
2721,1,-2,1,1
2722,2,0,2,2
2723,8,-2,2,3
2724,1,-2,4,1
2725,1,-2,5,3
2726,8,0,4,4
2727,1,0,1,1
2728,3,0,4,4
2729,1,-2,4,2
2730,6,0,2,2
2731,8,0,2,2
2732,3,0,3,1
2733,1,0,1,3
2734,8,0,4,1
2735,5,0,1,2
2736,8,0,2,1
2737,3,0,1,1
2738,7,0,2,4
2739,2,0,5,2
2740,8,0,7,4
2741,2,-2,2,2
2742,2,-2,3,1
2743,6,0,6,2
2744,1,-2,4,1
2745,2,0,3,3
2746,2,-2,1,1
2747,1,-2,2,2
2748,2,0,2,2
2749,4,0,2,3
2750,1,0,1,1
2751,2,0,2,4
2752,4,0,6,2
2753,5,0,4,1
2754,2,0,3,3
2755,1,-2,1,1
2756,6,0,2,4
2757,2,0,6,4
2758,6,0,4,1
2759,6,-2,2,2
2760,3,0,4,2
2761,2,0,3,3
2762,8,0,4,4
2763,1,-2,4,1
2764,4,0,5,4
2765,8,0,2,3
2766,5,0,2,3
2767,2,0,1,1
2768,4,0,6,2
2769,5,0,4,2
2770,2,0,1,1
2771,8,0,2,3
2772,1,-2,1,1
2773,1,-2,1,2
2774,2,0,2,2
2775,2,-2,2,1
2776,2,0,2,4
2777,3,0,2,2
2778,2,-2,1,1
2779,5,0,2,2
2780,2,0,5,4
2781,3,0,2,1
2782,2,-2,1,1
2783,1,0,1,2
2784,4,0,2,2
2785,5,-2,1,1
2786,1,-2,2,4
2787,5,0,8,2
2788,2,0,2,3
2789,2,0,2,4
2790,1,0,1,1
2791,6,0,4,2
2792,3,0,1,1
2793,1,0,5,2
2794,8,0,4,2
2795,3,0,1,3
2796,2,0,3,4
2797,1,-2,1,2
2798,1,-2,1,2
2799,4,0,2,2
2800,2,0,1,1
2801,4,0,5,4
2802,6,0,5,3
2803,3,0,2,3
2804,8,0,2,3
2805,3,-2,1,2
2806,5,0,3,3
2807,2,0,1,3
2808,2,0,3,3
2809,4,0,1,1
2810,2,0,4,4
2811,2,-2,1,2
2812,5,0,2,2
2813,7,0,3,3
2814,2,-2,2,2
2815,6,0,2,4
2816,3,0,1,2
2817,4,0,5,4
2818,1,0,1,1
2819,5,0,2,4
2820,2,-2,1,2
2821,8,0,3,2
2822,6,0,5,3
2823,2,0,1,3
2824,6,0,2,3
2825,5,0,2,4
2826,1,-2,1,1
2827,2,0,2,3
2828,8,0,2,3
2829,2,0,1,2
2830,3,-2,2,2
2831,7,0,2,4
2832,2,0,4,2
2833,8,0,4,3
2834,8,0,4,2
2835,8,0,4,2
2836,3,1,2,3
2837,2,0,3,1
2838,8,0,2,2
2839,2,0,2,3
2840,4,0,2,3
2841,2,0,1,3
2842,8,0,3,4
2843,2,0,4,1
2844,2,0,2,1
2845,4,-2,1,2
2846,3,0,2,3
2847,4,0,4,4
2848,3,-2,1,1
2849,6,0,4,2
2850,7,0,2,4
2851,2,-2,2,1
2852,4,0,3,4
2853,3,-2,3,2
2854,2,0,5,4
2855,2,0,2,1
2856,2,0,4,2
2857,2,-2,2,2
2858,4,0,4,4
2859,8,0,8,1
2860,2,0,1,1
2861,6,0,4,4
2862,1,-2,5,2
2863,8,0,2,3
2864,2,0,2,2
2865,2,-2,2,2
2866,1,0,1,4
2867,2,0,4,1
2868,5,0,4,2
2869,7,0,4,2
2870,4,0,1,3
2871,2,0,2,4
2872,4,0,3,3
2873,4,0,4,4
2874,2,0,2,4
2875,2,0,5,2
2876,4,0,4,3
2877,2,0,2,2
2878,2,0,2,3
2879,2,0,1,1
2880,4,0,2,4
2881,1,0,1,1
2882,3,0,1,1
2883,5,0,1,2
2884,8,0,4,4
2885,7,0,1,1
2886,7,0,1,2
2887,7,0,2,3
2888,4,0,2,3
2889,6,0,2,3
2890,8,0,2,1
2891,5,1,3,3
2892,1,0,1,2
2893,2,0,1,2
2894,3,0,2,2
2895,2,0,3,2
2896,5,0,6,4
2897,5,0,3,4
2898,8,0,2,4
2899,4,0,1,1
2900,3,0,2,2
2901,2,0,1,3
2902,4,0,4,2
2903,4,0,1,3
2904,1,0,1,4
2905,3,0,4,4
2906,5,0,2,3
2907,1,0,2,4
2908,8,0,4,1
2909,4,-2,2,3
2910,7,0,3,4
2911,6,-2,2,1
2912,1,0,1,1
2913,4,0,2,4
2914,3,0,8,2
2915,2,-2,1,1
2916,3,0,2,1
2917,1,-2,1,2
2918,6,0,5,4
2919,8,-2,4,1
2920,3,0,3,3
2921,4,0,2,3
2922,3,0,3,4
2923,6,0,5,1
2924,4,-2,1,2
2925,7,0,3,4
2926,4,1,1,3
2927,5,0,4,3
2928,8,0,3,1
2929,3,0,4,3
2930,4,0,4,2
2931,8,0,3,4
2932,4,0,2,3
2933,4,-2,2,1
2934,1,0,3,3
2935,6,0,2,3
2936,3,0,1,4
2937,3,0,1,3
2938,5,0,2,1
2939,2,0,4,2
2940,2,0,6,3
2941,2,0,2,1
2942,2,0,2,3
2943,1,0,1,2
2944,4,0,2,3
2945,1,0,2,2
2946,5,0,1,2
2947,2,0,2,4
2948,3,0,2,4
2949,3,0,3,2
2950,8,0,3,4
2951,2,0,4,2
2952,1,-2,2,1
2953,4,0,1,2
2954,4,0,2,3
2955,5,0,3,2
2956,1,0,3,4
2957,5,0,3,2
2958,2,-2,2,1
2959,4,-2,2,1
2960,1,0,2,4
2961,2,-2,2,1
2962,8,0,4,4
2963,1,0,6,4
2964,8,0,2,2
2965,2,0,2,4
2966,2,1,1,3
2967,2,-2,3,3
2968,5,-2,2,2
2969,2,0,2,3
2970,3,0,1,1
2971,1,0,1,4
2972,4,0,4,4
2973,1,-2,1,1
2974,4,0,3,3
2975,4,0,2,1
2976,8,0,1,2
2977,1,0,1,1
2978,4,0,2,4
2979,5,0,1,2
2980,1,-2,3,2
2981,3,0,5,4
2982,3,0,5,4
2983,8,0,2,4
2984,4,0,8,2
2985,8,0,5,3
2986,7,0,4,4
2987,3,0,2,4
2988,2,0,2,2
2989,5,0,3,2
2990,1,0,5,4
2991,5,0,1,1
2992,4,-2,1,1
2993,2,0,5,4
2994,4,0,3,3
2995,2,0,5,4
2996,2,0,1,3
2997,2,-2,2,1
2998,2,-2,1,1
2999,4,0,3,3
3000,2,0,3,4
3001,3,-2,1,3
3002,1,-2,1,1
3003,2,0,2,2
3004,2,-2,1,2
3005,1,0,1,1
3006,1,-2,2,2
3007,2,-2,4,1
3008,2,0,4,1
3009,4,-2,1,1
3010,2,0,2,1
3011,8,-2,3,1
3012,4,0,2,3
3013,6,0,3,3
3014,8,0,3,4
3015,6,0,3,4
3016,6,0,2,3
3017,6,0,3,2
3018,1,0,1,2
3019,1,0,1,1
3020,4,0,2,1
3021,1,-2,1,1
3022,2,0,4,2
3023,3,0,4,4
3024,3,0,1,1
3025,3,0,2,4
3026,2,-2,1,1
3027,1,0,1,2
3028,1,0,2,1
3029,1,-2,1,1
3030,3,0,1,3
3031,3,-2,1,1
3032,4,-2,3,2
3033,3,0,2,3
3034,8,0,4,3
3035,8,-2,3,1
3036,2,0,2,4
3037,1,0,1,1
3038,2,0,2,3
3039,1,0,1,2
3040,5,0,2,3
3041,3,0,6,4
3042,4,0,2,3
3043,4,0,1,3
3044,6,0,4,3
3045,6,0,1,1
3046,1,0,2,3
3047,5,-2,2,2
3048,3,0,1,4
3049,3,0,1,3
3050,4,0,7,2
3051,2,0,2,4
3052,1,0,2,4
3053,2,-2,1,1
3054,7,-2,2,1
3055,8,-2,4,2
3056,8,0,2,4
3057,4,0,5,2
3058,3,0,1,1
3059,4,0,3,2
3060,6,0,5,1
3061,6,0,4,3
3062,2,0,2,4
3063,4,0,2,4
3064,5,0,2,2
3065,3,0,3,3
3066,4,0,2,3
3067,8,0,4,3
3068,2,-2,1,2
3069,5,0,2,1
3070,7,0,6,3
3071,4,-2,2,2
3072,6,0,6,4
3073,4,0,2,1
3074,4,0,5,3
3075,4,1,2,1
3076,4,0,1,3
3077,6,0,4,1
3078,6,-2,2,2
3079,4,0,3,3
3080,7,0,5,2
3081,3,0,2,3
3082,6,0,4,4
3083,3,0,2,4
3084,1,-2,2,1
3085,1,-2,1,1
3086,6,0,1,4
3087,5,0,3,2
3088,2,0,3,2
3089,3,0,2,2
3090,2,-2,3,1
3091,6,1,4,1
3092,3,0,2,1
3093,8,0,2,2
3094,7,0,5,4
3095,4,0,3,3
3096,8,0,1,2
3097,1,0,1,2
3098,2,-2,1,1
3099,3,0,4,3
3100,4,0,1,2
3101,5,0,2,4
3102,5,0,2,2
3103,6,0,2,4
3104,2,0,2,4
3105,8,-2,2,1
3106,3,0,2,3
3107,1,0,3,2
3108,3,0,4,2
3109,5,0,4,4
3110,3,0,4,1
3111,3,0,5,1
3112,7,0,4,1
3113,5,-2,3,2
3114,7,0,6,4
3115,6,0,2,2
3116,7,0,4,2
3117,1,-2,2,2
3118,6,-2,3,1
3119,1,0,1,3
3120,2,0,1,3
3121,1,0,2,1
3122,6,0,2,2
3123,1,0,6,1
3124,6,1,5,3
3125,3,0,2,1
3126,8,-2,1,2
3127,5,0,3,2
3128,8,0,2,4
3129,8,0,2,4
3130,2,0,2,3
3131,4,0,3,1
3132,1,0,2,3
3133,8,0,2,3
3134,5,0,1,3
3135,6,-2,4,3
3136,1,0,3,4
3137,2,0,2,1
3138,1,0,2,3
3139,2,0,2,4
3140,2,0,3,3
3141,8,0,3,4
3142,1,0,2,4
3143,3,-2,3,1
3144,7,0,2,3
3145,7,0,2,2
3146,8,0,3,3
3147,3,0,1,1
3148,3,0,2,4
3149,2,0,3,2
3150,2,0,2,3
3151,6,0,2,2
3152,2,0,4,1
3153,5,0,2,3
3154,6,0,3,2
3155,1,-2,1,2
3156,5,0,1,3
3157,8,0,2,1
3158,5,0,2,4
3159,3,0,4,4
3160,6,0,3,1
3161,3,-2,1,1
3162,2,-2,4,2
3163,1,0,1,1
3164,1,0,3,1
3165,1,0,2,3
3166,4,-2,2,1
3167,8,0,5,2
3168,3,0,2,3
3169,1,-2,4,3
3170,6,0,4,2
3171,2,0,2,3
3172,2,-2,1,1
3173,3,0,2,4
3174,6,-2,2,1
3175,2,0,3,3
3176,4,0,3,4
3177,2,0,1,3
3178,2,0,2,4
3179,3,0,4,3
3180,1,0,1,3
3181,2,0,4,2
3182,1,0,2,3
3183,8,1,5,4
3184,3,0,1,4
3185,7,0,5,4
3186,6,0,2,1
3187,5,0,2,3
3188,7,0,5,4
3189,4,-2,2,1
3190,2,-2,1,1
3191,2,0,2,3
3192,8,-2,2,1
3193,1,-2,2,2
3194,6,-2,1,1
3195,8,0,3,3
3196,3,0,2,2
3197,3,0,2,3
3198,1,0,6,2
3199,2,0,4,4
3200,2,0,1,2
3201,3,-2,3,1
3202,8,0,4,3
3203,4,0,3,3
3204,7,0,2,2
3205,2,0,5,4
3206,2,0,1,4
3207,3,0,2,4
3208,3,0,1,1
3209,1,-2,4,3
3210,2,0,3,1
3211,3,0,2,2
3212,5,-2,2,1
3213,4,-2,2,1
3214,6,0,4,2
3215,6,0,3,3
3216,3,0,1,2
3217,5,-2,2,1
3218,1,0,1,2
3219,8,0,2,4
3220,1,0,3,1
3221,4,-2,1,1
3222,3,0,2,3
3223,8,0,3,4
3224,3,-2,1,3
3225,5,0,2,2
3226,2,0,5,2
3227,4,0,3,2
3228,1,0,2,1
3229,1,0,2,4
3230,3,0,1,1
3231,8,0,2,4
3232,8,-2,3,3
3233,8,0,2,4
3234,7,0,2,3
3235,3,0,2,2
3236,1,-2,1,1
3237,4,0,3,1
3238,2,-2,2,1
3239,4,0,3,3
3240,2,-2,5,1
3241,4,0,2,4
3242,5,0,5,4
3243,1,0,4,4
3244,6,0,3,3
3245,2,0,3,3
3246,5,0,3,1
3247,1,0,1,1
3248,7,0,6,4
3249,4,-2,2,2
3250,2,-2,2,2
3251,3,0,2,2
3252,5,0,2,2
3253,2,0,2,2
3254,8,0,4,2
3255,1,-2,3,1
3256,6,0,4,2
3257,8,0,3,2
3258,3,0,2,2
3259,6,0,2,1
3260,5,0,2,2
3261,6,0,3,4
3262,5,-2,3,2
3263,8,-2,2,1
3264,3,0,4,4
3265,3,0,2,2
3266,5,-2,2,1
3267,3,0,2,3
3268,2,0,1,2
3269,4,0,4,2
3270,4,0,1,1
3271,3,0,4,4
3272,2,0,1,2
3273,1,-2,4,1
3274,7,0,2,3
3275,3,0,2,2
3276,7,0,4,2
3277,5,0,2,3
3278,1,0,1,4
3279,4,0,2,4
3280,3,0,2,1
3281,8,0,4,2
3282,1,0,2,4
3283,1,-2,1,1
3284,2,0,2,1
3285,3,-2,3,3
3286,2,-2,1,1
3287,8,0,2,4
3288,1,0,2,2
3289,2,0,5,2
3290,4,0,5,4
3291,1,0,2,2
3292,5,0,5,2
3293,6,0,2,4
3294,4,1,2,3
3295,1,0,1,3
3296,8,0,3,4
3297,4,0,5,4
3298,8,0,4,4
3299,1,-2,1,1
3300,2,-2,1,2
3301,3,-2,1,3
3302,1,0,3,3
3303,2,0,1,1
3304,2,0,4,2
3305,5,-2,1,1
3306,2,0,2,4
3307,3,-2,4,1
3308,5,0,7,3
3309,7,0,2,4
3310,2,-2,3,2
3311,5,0,4,3
3312,2,0,1,1
3313,5,0,1,2
3314,2,0,1,3
3315,1,-2,1,1
3316,6,0,2,4
3317,1,0,1,1
3318,1,-2,1,1
3319,7,0,4,4
3320,4,0,2,3
3321,3,0,3,2
3322,4,0,2,3
3323,8,0,3,3
3324,2,-2,1,1
3325,1,-2,2,2
3326,6,0,4,1
3327,1,0,4,1
3328,2,0,2,4
3329,3,0,3,2
3330,2,0,4,4
3331,3,0,4,3
3332,3,-2,1,2
3333,6,0,2,4
3334,2,0,4,3
3335,2,0,6,4
3336,2,-2,1,1
3337,4,0,2,1
3338,4,0,2,2
3339,2,-2,1,3
3340,6,0,4,3
3341,4,0,3,2
3342,5,0,3,2
3343,4,0,2,1
3344,7,0,5,3
3345,1,-2,1,1
3346,6,0,5,3
3347,4,-2,2,1
3348,3,0,2,3
3349,5,0,2,1
3350,6,0,1,3
3351,2,0,5,4
3352,2,0,1,1
3353,6,0,1,4
3354,5,0,2,1
3355,2,0,1,2
3356,1,0,1,2
3357,1,0,2,3
3358,3,0,3,3
3359,8,0,4,2
3360,4,0,4,4
3361,2,0,2,2
3362,1,0,7,2
3363,3,-2,1,3
3364,1,-2,1,1
3365,3,-2,2,1
3366,1,0,2,4
3367,4,0,1,3
3368,3,0,1,3
3369,2,0,3,2
3370,2,-2,4,3
3371,1,0,1,2
3372,1,0,2,2
3373,8,0,4,3
3374,2,0,2,4
3375,5,0,3,2
3376,1,-2,1,1
3377,5,0,2,4
3378,4,0,2,3
3379,2,0,5,4
3380,4,0,2,2
3381,4,0,6,4
3382,2,0,3,3
3383,2,-2,2,1
3384,1,0,8,1
3385,6,0,2,3
3386,7,0,2,3
3387,3,0,10,4
3388,1,-2,2,1
3389,4,-2,2,1
3390,4,0,2,3
3391,3,0,2,3
3392,7,0,4,4
3393,1,0,3,4
3394,2,-2,1,1
3395,3,0,7,3
3396,2,0,2,4
3397,8,0,3,4
3398,1,-2,1,1
3399,4,-2,1,1
3400,3,-2,4,1
3401,1,-2,1,1
3402,8,-2,3,2
3403,3,0,2,2
3404,2,1,1,1
3405,1,0,4,2
3406,1,-2,2,1
3407,3,0,2,4
3408,6,0,3,4
3409,1,0,3,3
3410,1,0,2,4
3411,2,-2,3,1
3412,8,0,2,3
3413,1,0,2,2
3414,1,0,1,1
3415,6,0,4,3
3416,3,0,4,3
3417,3,-2,2,2
3418,6,0,2,1
3419,4,-2,2,1
3420,4,0,3,4
3421,7,0,5,4
3422,1,0,1,1
3423,2,0,2,3
3424,8,0,3,1
3425,1,-2,1,1
3426,2,0,3,3
3427,2,0,2,2
3428,6,-2,2,2
3429,5,0,3,3
3430,7,0,4,4
3431,1,0,3,2
3432,5,0,3,3
3433,2,0,5,4
3434,1,-2,1,1
3435,8,0,6,4
3436,7,0,3,3
3437,8,0,2,1
3438,2,0,2,3
3439,4,0,5,3
3440,1,0,7,4
3441,8,0,2,2
3442,8,0,4,3
3443,4,-2,2,1
3444,1,0,2,1
3445,8,0,2,3
3446,2,-2,4,2
3447,3,0,2,3
3448,7,0,2,4
3449,4,-2,2,1
3450,5,0,3,1
3451,2,0,4,3
3452,1,0,2,1
3453,1,0,4,2
3454,1,-2,1,2
3455,1,-2,1,1
3456,4,0,2,2
3457,3,0,6,4
3458,4,0,2,2
3459,6,0,6,3
3460,8,0,2,2
3461,1,-2,1,1
3462,7,0,2,4
3463,4,0,2,1
3464,7,0,2,2
3465,4,0,6,4
3466,4,0,4,4
3467,3,0,4,4
3468,2,0,4,4
3469,5,0,4,3
3470,3,0,5,2
3471,3,0,2,3
3472,6,0,1,2
3473,4,0,1,2
3474,3,0,1,4
3475,4,0,2,4
3476,8,0,4,2
3477,2,0,1,1
3478,5,0,1,4
3479,1,0,1,3
3480,3,0,3,3
3481,2,0,3,3
3482,6,0,3,3
3483,5,0,2,4
3484,2,0,1,1
3485,8,0,2,4
3486,2,-2,1,3
3487,6,0,2,4
3488,4,0,2,4
3489,7,0,2,2
3490,8,1,6,4
3491,6,0,2,4
3492,5,0,2,1
3493,2,-2,1,1
3494,4,0,5,4
3495,1,-2,1,2
3496,4,0,5,4
3497,1,0,5,3
3498,1,0,3,3
3499,4,-2,1,1
3500,6,0,2,4
3501,1,-2,2,1
3502,7,0,5,2
3503,2,-2,3,2
3504,1,-2,2,1
3505,3,-2,1,1
3506,3,0,5,2
3507,3,0,1,1
3508,3,-2,2,2
3509,7,0,5,2
3510,1,-2,1,2
3511,2,0,2,1
3512,8,0,2,3
3513,5,1,4,2
3514,1,0,1,4
3515,2,-2,4,1
3516,8,0,2,2
3517,1,0,4,4
3518,2,0,1,3
3519,4,0,2,2
3520,2,0,1,1
3521,5,0,2,2
3522,8,0,4,4
3523,2,0,4,4
3524,4,0,1,1
3525,5,0,2,3
3526,8,0,7,4
3527,1,0,3,2
3528,1,-2,2,1
3529,3,0,2,2
3530,3,0,1,2
3531,8,0,2,1
3532,6,0,2,1
3533,3,0,2,1
3534,3,0,2,2
3535,2,0,3,3
3536,4,0,2,1
3537,7,0,4,4
3538,4,0,2,3
3539,2,0,4,4
3540,5,-2,2,3
3541,2,0,1,3
3542,3,0,1,4
3543,2,0,4,4
3544,8,0,4,2
3545,6,0,2,1
3546,8,0,4,4
3547,2,0,2,4
3548,5,0,4,1
3549,4,0,2,3
3550,1,0,2,3
3551,6,0,4,3
3552,1,0,1,1
3553,2,0,2,4
3554,4,0,3,3
3555,2,-2,1,1
3556,7,0,3,3
3557,3,-2,3,1
3558,3,0,2,3
3559,1,-2,1,3
3560,5,0,3,4
3561,3,0,1,4
3562,4,0,1,3
3563,1,0,1,1
3564,2,0,2,2
3565,8,0,4,1
3566,2,0,6,3
3567,1,0,3,2
3568,4,0,2,4
3569,1,0,2,3
3570,1,-2,3,1
3571,2,0,2,3
3572,7,0,4,4
3573,1,0,1,2
3574,2,0,1,2
3575,2,0,2,1
3576,2,0,2,4
3577,2,0,6,2
3578,3,-2,1,2
3579,4,0,3,4
3580,8,0,4,3
3581,1,-2,1,1
3582,4,0,2,4
3583,1,0,1,1
3584,4,0,3,2
3585,8,0,4,4
3586,2,0,1,1
3587,3,0,1,1
3588,2,-2,4,4
3589,6,0,5,4
3590,1,-2,1,3
3591,1,0,2,3
3592,4,0,3,2
3593,5,0,3,2
3594,1,-2,1,2
3595,4,0,4,2
3596,1,0,1,3
3597,3,0,2,3
3598,2,0,1,2
3599,2,-2,2,2
3600,1,0,1,2
3601,3,0,1,4
3602,4,0,2,1
3603,4,0,1,2
3604,1,0,1,2
3605,1,-2,3,2
3606,8,0,4,2
3607,4,0,1,2
3608,6,0,3,2
3609,6,0,2,2
3610,4,0,1,1
3611,1,0,1,4
3612,3,0,2,3
3613,5,0,3,4
3614,6,0,2,4
3615,6,0,4,3
3616,5,0,5,2
3617,6,0,3,3
3618,4,0,3,4
3619,1,-2,3,2
3620,6,0,3,3
3621,1,-2,1,2
3622,4,0,4,2
3623,1,0,1,3
3624,1,0,3,2
3625,2,0,5,3
3626,1,-2,4,3
3627,2,0,1,3
3628,2,0,2,1
3629,3,0,5,4
3630,8,-2,1,2
3631,8,0,2,1
3632,7,0,1,2
3633,2,0,2,3
3634,3,-2,1,2
3635,3,0,1,3
3636,5,0,2,3
3637,2,0,1,2
3638,4,0,2,2
3639,3,0,7,4
3640,3,0,4,3
3641,2,-2,2,2
3642,6,0,2,3
3643,8,-2,2,2
3644,2,0,1,1
3645,5,0,3,3
3646,8,0,4,4
3647,7,0,2,2
3648,4,0,4,1
3649,1,0,3,4
3650,8,0,3,2
3651,1,-2,1,1
3652,1,0,4,4
3653,1,-2,4,1
3654,1,0,1,2
3655,6,0,4,1
3656,4,0,2,3
3657,3,-2,2,1
3658,7,0,2,1
3659,3,0,2,3
3660,5,0,2,4
3661,3,0,3,4
3662,2,0,2,3
3663,6,0,3,3
3664,2,0,1,2
3665,3,0,3,4
3666,2,0,2,3
3667,3,0,4,2
3668,2,0,1,3
3669,4,0,5,4
3670,5,0,2,4
3671,1,0,5,1
3672,5,0,3,4
3673,4,-2,2,3
3674,4,0,3,4
3675,2,-2,1,1
3676,5,0,2,4
3677,7,0,2,2
3678,2,0,2,3
3679,5,0,2,3
3680,2,0,4,3
3681,2,0,3,3
3682,1,0,2,3
3683,2,0,2,1
3684,1,-2,1,1
3685,3,0,2,1
3686,2,0,3,3
3687,3,-2,2,3
3688,7,0,7,4
3689,4,0,2,1
3690,4,0,1,2
3691,1,0,4,4
3692,2,0,3,1
3693,4,0,2,1
3694,1,0,1,4
3695,1,0,1,2
3696,3,0,4,3
3697,1,0,5,2
3698,2,0,1,2
3699,2,-2,4,1
3700,1,0,2,2
3701,8,0,2,2
3702,2,0,5,1
3703,8,0,2,4
3704,4,0,4,2
3705,6,0,2,3
3706,6,-2,2,2
3707,4,0,1,2
3708,7,0,2,1
3709,8,0,2,2
3710,4,-2,4,3
3711,3,0,2,4
3712,6,0,3,3
3713,2,-2,1,2
3714,1,-2,3,1
3715,1,0,2,3
3716,3,0,4,2
3717,8,0,4,3
3718,8,0,2,2
3719,1,0,1,2
3720,2,0,1,1
3721,7,0,4,3
3722,3,0,2,3
3723,1,0,1,2
3724,3,0,3,1
3725,4,0,2,1
3726,2,-2,2,1
3727,8,0,2,3
3728,1,-2,1,1
3729,8,-2,1,1
3730,4,0,2,3
3731,3,-2,2,1
3732,3,0,2,4
3733,5,0,3,3
3734,2,0,2,3
3735,2,0,1,2
3736,6,0,1,2
3737,6,0,3,2
3738,2,-2,2,2
3739,4,0,2,2
3740,2,-2,1,1
3741,2,-2,4,3
3742,2,0,6,2
3743,2,0,2,2
3744,1,0,2,1
3745,2,0,3,2
3746,6,0,3,4
3747,4,-2,4,1
3748,2,0,1,1
3749,5,0,3,4
3750,8,0,1,4
3751,5,0,4,4
3752,1,0,2,2
3753,2,0,3,1
3754,1,0,1,2
3755,5,0,1,2
3756,1,0,1,3
3757,1,0,1,2
3758,7,0,5,4
3759,2,0,2,1
3760,6,0,3,4
3761,5,0,2,4
3762,8,0,6,3
3763,3,0,2,4
3764,2,0,1,1
3765,3,0,1,1
3766,4,0,2,2
3767,5,0,4,3
3768,1,-2,6,3
3769,2,0,2,3
3770,2,0,2,2
3771,4,0,3,3
3772,1,0,2,2
3773,3,0,5,1
3774,5,0,4,1
3775,2,0,2,2
3776,4,0,4,1
3777,8,0,4,4
3778,7,0,5,3
3779,3,0,3,4
3780,8,0,3,4
3781,4,0,2,1
3782,6,0,5,3
3783,3,0,2,2
3784,2,0,1,1
3785,4,0,2,2
3786,5,0,3,2
3787,2,0,3,2
3788,2,0,2,4
3789,1,0,1,3
3790,3,0,3,3
3791,8,1,5,2
3792,4,0,3,2
3793,5,0,2,2
3794,2,0,1,1
3795,1,0,2,3
3796,2,0,2,4
3797,1,-2,6,1
3798,6,0,3,3
3799,4,0,3,3
3800,1,0,2,4
3801,4,0,4,1
3802,8,1,3,2
3803,2,0,2,3
3804,6,-2,2,1
3805,4,0,6,4
3806,4,0,2,2
3807,4,-2,2,4
3808,5,0,2,2
3809,2,0,5,3
3810,5,0,2,2
3811,8,0,3,4
3812,2,0,2,1
3813,4,0,2,3
3814,1,0,2,1
3815,1,0,1,2
3816,1,-2,1,1
3817,1,0,1,1
3818,4,0,2,3
3819,3,0,2,4
3820,2,0,1,1
3821,2,0,1,3
