IDS,Income,Solar energy,Num of members,Energy usage
1328,2,0,1,2
1329,2,0,4,3
1330,3,0,1,2
1331,5,0,7,3
1332,5,0,2,2
1333,8,0,4,4
1334,2,0,3,4
1335,2,0,3,3
1336,8,0,2,3
1337,4,0,2,1
1338,4,0,1,1
1339,2,0,2,4
1340,2,-2,1,1
1341,3,0,2,3
1342,6,0,2,4
1343,8,0,2,2
1344,2,0,2,2
1345,2,-2,1,2
1346,1,0,2,4
1347,2,-2,1,1
1348,2,0,2,3
1349,1,0,2,2
1350,1,-2,1,2
1351,5,0,2,3
1352,1,0,4,4
1353,4,0,3,3
1354,8,0,2,3
1355,3,0,5,4
1356,2,0,2,2
1357,8,0,4,3
1358,5,0,2,4
1359,4,0,2,2
1360,5,0,5,3
1361,4,0,5,3
1362,2,0,1,2
1363,4,-2,1,1
1364,4,0,3,4
1365,4,0,6,4
1366,3,0,1,4
1367,2,0,1,4
1368,7,0,3,1
1369,4,0,2,4
1370,2,0,4,2
1371,3,0,2,3
1372,2,-2,1,1
1373,1,0,1,2
1374,1,0,3,1
1375,2,-2,2,2
1376,7,0,5,3
1377,2,0,2,3
1378,4,0,2,4
1379,6,0,2,2
1380,3,0,1,3
1381,1,0,4,4
1382,5,0,3,1
1383,3,0,2,3
1384,4,0,5,4
1385,2,0,2,4
1386,1,0,1,3
1387,3,0,2,2
1388,1,0,3,3
1389,8,0,5,3
1390,2,-2,1,1
1391,8,0,2,3
1392,8,0,4,4
1393,3,0,3,1
1394,4,0,2,2
1395,2,0,1,3
1396,1,0,1,2
1397,6,0,1,3
1398,1,0,1,3
1399,4,0,3,4
1400,4,0,4,3
1401,6,0,4,2
1402,8,0,2,2
1403,4,0,3,4
1404,5,0,2,4
1405,2,0,2,1
1406,7,0,2,4
1407,6,0,3,1
1408,2,0,1,4
1409,4,0,4,4
1410,8,0,4,2
1411,2,-2,1,2
1412,3,0,2,3
1413,1,0,1,4
1414,5,0,4,3
1415,1,-2,2,1
1416,7,0,2,3
1417,4,1,4,3
1418,8,0,4,2
1419,2,-2,1,1
1420,4,0,4,2
1421,4,0,3,3
1422,6,0,2,2
1423,5,0,3,4
1424,8,-2,1,1
1425,3,0,2,3
1426,5,0,3,4
1427,6,0,3,3
1428,1,-2,2,2
1429,3,0,5,4
1430,5,-2,2,2
1431,2,0,6,2
1432,6,0,3,2
1433,2,0,1,2
1434,1,-2,1,1
1435,1,-2,3,1
1436,1,-2,1,1
1437,1,0,2,4
1438,6,0,2,3
1439,6,0,4,3
1440,7,0,2,1
1441,6,1,5,4
1442,1,0,2,4
1443,1,-2,1,2
1444,2,0,2,2
1445,3,0,1,1
1446,1,-2,1,1
1447,7,0,3,2
1448,4,0,2,3
1449,3,0,3,3
1450,3,0,1,3
1451,1,-2,2,2
1452,3,-2,3,3
1453,2,-2,2,1
1454,1,0,1,3
1455,4,0,4,4
1456,3,0,1,1
1457,8,0,4,4
1458,7,0,4,4
1459,8,0,2,4
1460,5,0,3,2
1461,7,0,4,4
1462,2,-2,1,2
1463,8,0,2,3
1464,4,0,2,4
1465,2,0,2,2
1466,6,0,5,3
1467,2,0,3,1
1468,2,0,3,3
1469,2,0,4,4
1470,8,1,2,4
1471,4,0,2,2
1472,3,0,1,1
1473,5,0,2,1
1474,1,-2,2,2
1475,5,-2,4,1
1476,3,0,5,4
1477,2,0,5,2
1478,1,0,3,3
1479,2,0,2,2
1480,8,0,4,4
1481,8,0,2,2
1482,1,0,3,3
1483,1,-2,2,3
1484,3,0,3,4
1485,7,0,4,1
1486,1,0,2,3
1487,1,-2,2,2
1488,2,0,3,4
1489,1,0,1,2
1490,1,-2,1,3
1491,8,0,3,4
1492,7,0,2,4
1493,5,0,2,1
1494,8,0,4,3
1495,3,0,2,3
1496,2,0,3,3
1497,2,0,2,2
1498,8,0,3,2
1499,1,0,2,4
1500,2,0,2,4
1501,1,-2,2,3
1502,2,0,3,3
1503,1,0,2,4
1504,6,-2,2,1
1505,6,0,3,4
1506,4,0,2,2
1507,3,0,2,4
1508,2,-2,2,1
1509,5,0,2,3
1510,3,0,4,4
1511,5,0,2,2
1512,6,0,2,4
1513,3,0,2,3
1514,1,-2,1,1
1515,4,0,3,4
1516,6,1,1,2
1517,8,0,3,3
1518,1,0,1,1
1519,8,0,4,4
1520,1,0,2,3
1521,2,0,1,2
1522,3,-2,2,2
1523,5,0,1,2
1524,6,0,4,4
1525,7,0,2,2
1526,2,0,1,3
1527,1,0,2,2
1528,3,-2,1,1
1529,7,0,2,3
1530,1,-2,1,1
1531,2,0,5,1
1532,1,-2,3,3
1533,6,0,2,2
1534,1,0,1,1
1535,1,-2,3,2
1536,5,-2,3,2
1537,2,0,4,2
1538,3,0,4,3
1539,1,-2,4,1
1540,3,-2,2,3
1541,4,0,4,4
1542,2,0,3,4
1543,3,0,1,2
1544,1,-2,1,1
1545,8,0,2,3
1546,3,0,2,1
1547,3,0,1,1
1548,6,0,1,4
1549,4,0,2,3
1550,6,0,6,4
1551,1,0,2,2
1552,5,0,2,2
1553,5,0,2,4
1554,6,0,2,3
1555,3,-2,1,2
1556,1,-2,3,1
1557,2,0,1,4
1558,4,0,5,4
1559,3,0,3,4
1560,2,0,5,4
1561,2,0,2,4
1562,2,-2,4,3
1563,1,-2,1,1
1564,1,-2,2,1
1565,3,0,2,4
1566,4,0,2,4
1567,8,0,5,4
1568,2,-2,1,1
1569,7,0,4,4
1570,3,0,2,3
1571,6,0,2,3
1572,6,0,7,4
1573,3,0,2,3
1574,1,0,4,3
1575,1,-2,1,2
1576,2,-2,3,1
1577,7,0,5,4
1578,2,0,3,2
1579,2,0,1,3
1580,8,0,4,4
1581,1,-2,2,3
1582,3,0,2,2
1583,5,0,3,3
1584,2,0,4,4
1585,4,-2,3,1
1586,3,0,1,2
1587,2,-2,6,2
1588,7,0,2,4
1589,3,0,2,3
1590,7,0,2,4
1591,1,0,1,3
1592,3,0,1,1
1593,3,-2,1,1
1594,8,0,4,2
1595,5,0,3,4
1596,1,0,2,4
1597,4,0,4,4
1598,3,0,2,4
1599,3,0,2,1
1600,2,0,1,2
1601,2,-2,2,1
1602,6,0,1,4
1603,1,0,2,4
1604,5,0,3,3
1605,1,0,2,1
1606,2,0,1,2
1607,3,0,2,3
1608,4,0,2,4
1609,6,0,1,2
1610,3,1,1,4
1611,4,-2,3,4
1612,3,-2,2,1
1613,2,-2,3,2
1614,1,1,1,1
1615,2,0,2,1
1616,2,0,1,2
1617,3,-2,2,1
1618,1,0,1,2
1619,8,0,3,3
1620,2,0,1,3
1621,6,0,4,2
1622,2,0,2,3
1623,6,0,2,2
1624,1,0,1,2
1625,3,0,1,1
1626,3,0,3,2
1627,6,0,2,3
1628,2,-2,2,3
1629,3,-2,3,1
1630,1,-2,1,1
1631,2,-2,1,1
1632,5,0,7,3
1633,2,-2,2,1
1634,6,0,5,4
1635,5,0,2,1
1636,2,0,3,3
1637,1,0,2,3
1638,2,-2,2,1
1639,3,0,2,1
1640,4,-2,7,2
1641,8,-2,3,2
1642,1,0,1,1
1643,6,-2,2,1
1644,2,0,3,1
1645,8,0,1,2
1646,2,0,4,4
1647,2,-2,5,1
1648,6,0,3,3
1649,2,0,3,2
1650,8,-2,4,2
1651,4,-2,2,1
1652,2,0,1,2
1653,2,0,4,4
1654,2,0,4,1
1655,1,0,2,3
1656,3,0,2,4
1657,2,0,2,4
1658,1,-2,1,1
1659,8,0,2,4
1660,2,0,2,2
1661,2,0,1,4
1662,7,0,2,3
1663,1,0,1,3
1664,3,0,4,2
1665,1,0,7,4
1666,3,0,1,3
1667,5,0,3,4
1668,2,0,2,4
1669,8,0,7,4
1670,1,-2,4,1
1671,7,0,2,4
1672,5,0,3,3
1673,3,0,4,3
1674,5,0,2,3
1675,8,0,5,1
1676,2,0,3,4
1677,5,0,2,3
1678,3,0,2,3
1679,4,-2,3,2
1680,5,0,4,4
1681,3,0,2,2
1682,2,0,3,2
1683,6,-2,1,1
1684,3,0,5,4
1685,6,0,1,4
1686,5,-2,2,1
1687,7,0,2,2
1688,3,0,3,4
1689,1,0,3,3
1690,1,0,2,3
1691,1,0,3,4
1692,4,0,1,4
1693,8,0,3,3
1694,2,0,2,2
1695,8,0,4,4
1696,1,-2,4,1
1697,5,0,2,4
1698,2,0,4,2
1699,7,0,4,4
1700,6,0,3,1
1701,4,0,2,3
1702,7,0,2,1
1703,2,0,2,2
1704,6,0,4,3
1705,1,0,1,1
1706,1,-2,2,1
1707,1,-2,2,3
1708,2,0,2,2
1709,7,0,2,2
1710,2,0,7,3
1711,2,0,2,2
1712,5,0,2,4
1713,1,0,2,2
1714,1,0,1,1
1715,1,0,1,4
1716,1,0,3,1
1717,2,0,2,2
1718,4,0,4,3
1719,3,0,2,1
1720,1,0,1,1
1721,2,-2,1,1
1722,2,0,5,4
1723,2,0,4,3
1724,2,-2,3,1
1725,2,-2,3,2
1726,2,0,2,3
1727,4,0,4,4
1728,2,0,2,2
1729,5,-2,2,2
1730,2,0,3,4
1731,2,0,1,2
1732,1,0,2,2
1733,7,0,5,1
1734,3,0,2,1
1735,3,0,4,4
1736,5,0,2,2
1737,3,0,4,2
1738,1,0,1,4
1739,7,0,3,3
1740,2,-2,4,1
1741,4,0,1,2
1742,5,0,2,3
1743,6,0,2,2
1744,2,0,6,2
1745,3,0,1,3
1746,2,0,4,4
1747,5,0,3,4
1748,8,0,4,3
1749,2,-2,1,1
1750,3,0,2,2
1751,6,0,7,1
1752,2,0,3,1
1753,8,0,2,4
1754,5,0,3,4
1755,4,0,4,4
1756,3,0,2,3
1757,4,0,2,1
1758,4,0,2,2
1759,3,-2,1,2
1760,2,-2,2,1
1761,1,-2,3,1
1762,6,0,1,3
1763,2,0,2,3
1764,8,0,5,4
1765,3,0,2,3
1766,6,-2,1,1
1767,2,0,5,3
1768,2,0,3,3
1769,4,0,2,4
1770,4,-2,3,1
1771,2,0,1,1
1772,8,0,2,4
1773,1,-2,1,1
1774,5,0,1,3
1775,1,0,2,2
1776,3,-2,1,3
1777,2,0,2,3
1778,8,0,1,2
1779,5,0,4,2
1780,4,0,2,2
1781,1,0,4,3
1782,3,0,4,4
1783,3,0,4,2
1784,2,-2,1,1
1785,1,0,3,4
1786,8,0,2,2
1787,3,1,3,3
1788,4,0,2,2
1789,3,1,2,2
1790,7,1,4,2
1791,3,0,3,1
1792,2,0,1,1
1793,8,0,3,2
1794,8,0,6,2
1795,4,0,1,2
1796,1,-2,1,1
1797,4,-2,5,2
1798,3,0,2,2
1799,3,0,4,4
1800,3,0,2,3
1801,1,0,3,2
1802,1,-2,1,1
1803,2,0,4,1
1804,4,0,2,3
1805,7,0,6,4
1806,3,-2,7,2
1807,2,0,1,3
1808,4,-2,1,2
1809,6,0,3,1
1810,3,0,5,3
1811,2,0,4,2
1812,2,0,2,4
1813,5,0,2,4
1814,5,-2,1,1
1815,2,0,2,4
1816,2,0,2,1
1817,1,-2,1,4
1818,5,0,5,4
1819,7,0,2,4
1820,1,-2,1,1
1821,2,-2,1,1
1822,2,0,3,1
1823,1,-2,2,3
1824,2,-2,1,4
1825,5,0,2,1
1826,8,0,3,1
1827,3,0,5,4
1828,1,-2,1,1
1829,5,0,2,3
1830,8,0,2,4
1831,3,0,2,2
1832,1,-2,2,3
1833,4,0,5,3
1834,4,0,3,1
1835,7,-2,1,2
1836,1,-2,3,2
1837,2,0,2,4
1838,1,0,2,2
1839,1,-2,1,1
1840,7,0,2,2
1841,6,0,4,3
1842,3,0,2,3
1843,2,-2,2,2
1844,4,0,2,3
1845,1,-2,1,1
1846,3,0,2,3
1847,3,0,2,3
1848,2,0,2,2
1849,7,0,2,4
1850,8,0,3,4
1851,3,-2,1,1
1852,4,0,5,2
1853,4,0,4,4
1854,5,0,2,2
1855,4,0,5,1
1856,2,0,2,4
1857,1,-2,1,2
1858,3,0,2,3
1859,2,0,3,2
1860,2,0,1,4
1861,2,0,3,4
1862,1,-2,2,1
1863,2,0,1,2
1864,3,0,1,1
1865,3,0,2,3
1866,5,-2,1,3
1867,4,-2,1,1
1868,3,0,1,4
1869,1,0,3,2
1870,4,-2,3,1
1871,8,0,3,3
1872,5,0,1,1
1873,7,1,2,4
1874,1,0,2,3
1875,4,0,2,3
1876,2,0,6,1
1877,6,0,3,1
1878,4,0,2,3
1879,8,0,2,3
1880,6,0,2,1
1881,5,-2,3,3
1882,4,-2,4,3
1883,6,0,2,4
1884,3,0,2,1
1885,3,0,4,3
1886,4,0,3,4
1887,1,0,1,3
1888,5,0,2,2
1889,1,0,1,2
1890,4,-2,2,1
1891,4,0,2,4
1892,7,0,6,3
1893,1,-2,2,1
1894,2,0,2,2
1895,1,0,5,2
1896,2,-2,4,3
1897,2,0,3,4
1898,1,0,4,4
1899,2,0,1,3
1900,4,-2,2,2
1901,3,0,4,4
1902,8,0,7,4
1903,6,0,4,3
1904,4,0,2,2
1905,5,-2,3,1
1906,3,0,2,3
1907,2,0,2,1
1908,5,0,3,3
1909,3,0,2,2
1910,4,-2,1,2
1911,5,-2,1,1
1912,1,-2,2,2
1913,2,0,2,3
1914,4,0,3,4
1915,2,0,6,2
1916,3,0,1,2
1917,1,-2,1,2
1918,6,0,2,4
1919,1,0,2,3
1920,1,-2,1,1
1921,4,0,3,4
1922,4,0,5,3
1923,8,-2,2,1
1924,4,-2,1,1
1925,8,0,2,1
1926,5,0,1,1
1927,5,0,2,4
1928,1,-2,1,3
1929,4,0,3,2
1930,1,-2,2,2
1931,3,0,3,3
1932,2,0,2,2
1933,3,0,5,4
1934,1,0,6,4
1935,1,0,1,4
1936,7,-2,2,2
1937,5,0,2,3
1938,8,0,3,2
1939,1,0,1,1
1940,2,0,1,2
1941,1,0,5,3
1942,2,0,1,1
1943,1,-2,1,1
1944,1,0,1,2
1945,5,-2,1,3
1946,6,0,1,1
1947,3,0,2,1
1948,2,-2,1,1
1949,3,0,3,3
1950,5,0,3,4
1951,8,-2,2,2
1952,2,-2,4,4
1953,2,0,2,3
1954,4,0,5,1
1955,8,0,4,2
1956,8,0,2,2
1957,3,0,1,2
1958,4,-2,3,2
1959,7,0,2,4
1960,4,0,5,1
1961,2,0,4,1
1962,2,-2,4,1
1963,4,0,2,4
1964,4,-2,5,3
1965,2,0,2,2
1966,8,0,2,2
1967,6,0,2,4
1968,8,0,6,4
1969,2,0,2,2
1970,8,0,2,4
1971,1,0,5,3
1972,2,0,3,2
1973,2,0,2,4
1974,2,-2,2,1
1975,1,-2,2,2
1976,3,0,2,2
1977,2,0,2,1
1978,1,-2,1,1
1979,8,0,2,2
1980,7,0,1,3
1981,8,0,2,4
1982,3,0,1,2
1983,7,0,4,4
1984,4,0,2,4
1985,1,0,3,3
1986,6,0,4,3
1987,3,-2,2,1
1988,2,0,2,3
1989,5,1,2,2
1990,3,0,2,3
1991,2,0,1,2
1992,2,-2,2,1
1993,2,0,1,4
1994,6,0,2,4
1995,2,-2,1,4
1996,1,0,1,2
1997,2,0,8,4
1998,1,0,2,3
1999,1,0,1,1
2000,5,0,4,2
2001,3,0,1,1
2002,2,-2,1,2
2003,7,0,7,4
2004,3,-2,2,2
2005,5,0,5,4
2006,1,0,1,4
2007,4,0,3,3
2008,2,-2,1,1
2009,3,0,1,4
2010,2,-2,2,1
2011,4,0,4,1
2012,1,-2,3,1
2013,1,0,2,4
2014,2,0,4,4
2015,3,0,2,3
2016,4,0,3,2
2017,3,0,5,2
2018,8,0,4,4
2019,2,-2,3,2
2020,4,0,6,4
2021,8,0,2,4
2022,4,0,1,2
2023,2,0,3,3
2024,8,0,2,4
2025,7,0,3,4
2026,3,0,3,3
2027,1,-2,1,3
2028,3,0,2,2
2029,2,0,1,4
2030,1,-2,1,1
2031,6,0,2,2
2032,7,0,2,1
2033,3,0,4,4
2034,2,0,4,1
2035,2,-2,3,1
2036,6,0,2,4
2037,1,-2,2,2
2038,8,0,5,4
2039,3,0,2,4
2040,2,0,2,2
2041,4,0,2,1
2042,5,0,1,1
2043,1,0,1,2
2044,7,0,1,2
2045,1,0,2,3
2046,4,-2,2,3
2047,3,-2,3,3
2048,8,0,2,4
2049,2,0,3,1
2050,2,-2,1,2
2051,1,-2,1,1
2052,4,0,1,3
2053,3,0,2,3
2054,8,0,3,2
2055,4,0,3,2
2056,7,0,5,3
2057,3,-2,2,3
2058,3,0,4,4
2059,4,0,3,3
2060,4,0,2,2
2061,3,0,2,1
2062,3,0,2,3
2063,8,0,4,4
2064,2,0,1,3
2065,6,0,4,2
2066,2,-2,2,1
2067,2,-2,2,1
2068,2,-2,2,1
2069,5,0,6,3
2070,4,0,3,2
2071,5,-2,2,1
2072,3,-2,1,1
2073,4,-2,3,1
2074,7,0,3,2
2075,4,0,1,1
2076,3,0,2,4
2077,1,0,1,2
2078,8,0,4,4
2079,4,0,2,1
2080,3,-2,2,1
2081,2,0,4,4
2082,6,0,2,2
2083,3,0,2,2
2084,7,0,2,2
2085,3,0,3,4
2086,2,0,5,4
2087,6,0,4,3
2088,1,0,4,3
2089,1,0,7,4
2090,1,-2,2,1
2091,4,0,3,2
2092,4,0,2,4
2093,2,0,2,1
2094,8,0,3,3
2095,8,0,3,2
2096,1,0,5,4
2097,4,0,1,2
2098,3,0,2,4
2099,3,0,2,1
2100,2,0,1,3
2101,4,0,1,3
2102,2,0,3,2
2103,7,0,3,3
2104,4,0,4,1
2105,8,0,2,2
2106,2,0,2,2
2107,2,0,2,3
2108,1,0,2,3
2109,3,0,1,3
2110,6,0,3,4
2111,7,0,2,3
2112,4,-2,2,2
2113,1,-2,1,1
2114,2,0,1,2
2115,4,0,4,3
2116,2,0,2,3
2117,8,0,3,4
2118,1,0,1,1
2119,5,0,2,3
2120,6,0,2,3
2121,3,0,2,2
2122,8,0,2,4
2123,8,0,2,3
2124,8,0,6,4
2125,3,0,2,3
2126,3,0,3,4
2127,2,-2,4,3
2128,3,0,1,1
2129,4,0,4,3
2130,8,0,2,4
2131,3,0,2,2
2132,6,0,4,3
2133,7,1,1,1
2134,1,0,1,4
2135,3,0,3,2
2136,4,-2,2,1
2137,2,0,1,1
2138,8,0,4,4
2139,4,-2,1,1
2140,1,-2,3,1
2141,5,0,2,3
2142,4,0,3,2
2143,6,1,4,4
2144,8,0,3,3
2145,4,0,1,1
2146,8,0,5,3
2147,3,0,1,2
2148,1,0,1,2
2149,1,0,1,1
2150,8,0,7,3
2151,3,0,6,1
2152,5,0,3,2
2153,4,0,5,3
2154,8,0,1,4
2155,2,0,1,2
2156,1,-2,1,1
2157,8,0,6,4
2158,1,0,1,1
2159,6,-2,2,3
2160,4,0,2,4
2161,2,-2,1,1
2162,8,0,5,3
2163,5,0,4,3
2164,1,0,4,2
2165,4,0,1,1
2166,7,0,6,3
2167,6,0,4,3
2168,1,-2,3,2
2169,4,0,5,1
2170,2,0,3,4
2171,1,-2,2,1
2172,6,-2,2,1
2173,4,0,2,4
2174,1,-2,5,1
2175,4,0,7,4
2176,2,-2,5,3
2177,5,0,2,4
2178,7,0,3,3
2179,4,0,2,2
2180,1,0,1,1
2181,1,0,2,4
2182,1,0,3,3
2183,3,0,3,3
2184,1,-2,2,1
2185,8,0,2,3
2186,1,-2,1,2
2187,4,0,3,2
2188,3,0,1,3
2189,1,-2,4,1
2190,6,0,3,3
2191,2,0,2,2
2192,5,0,2,3
2193,1,0,2,4
2194,1,0,2,1
2195,2,0,3,3
2196,1,0,4,4
2197,5,0,2,2
2198,3,0,2,3
2199,2,0,2,4
2200,4,0,4,4
2201,3,-2,1,1
2202,1,0,2,3
2203,5,0,2,2
2204,3,-2,1,1
2205,3,-2,2,3
2206,2,0,3,3
2207,1,0,2,3
2208,1,0,1,2
2209,3,0,2,4
2210,4,-2,1,2
2211,1,0,1,2
2212,5,0,3,3
2213,3,0,2,2
2214,1,0,1,1
2215,1,0,2,3
2216,1,0,2,2
2217,4,0,2,2
2218,2,-2,2,2
2219,2,0,1,2
2220,4,0,4,1
2221,6,0,2,2
2222,8,0,4,3
2223,4,0,5,3
2224,2,-2,1,4
2225,8,0,2,4
2226,1,-2,3,2
2227,1,0,2,4
2228,5,0,3,3
2229,5,0,5,3
2230,8,0,2,3
2231,5,0,2,3
2232,1,-2,1,1
2233,6,0,2,4
2234,8,0,2,2
2235,3,-2,1,1
2236,2,0,5,2
2237,6,0,2,3
2238,8,0,3,3
2239,1,-2,2,1
2240,3,0,3,2
2241,8,0,7,4
2242,1,0,1,2
2243,8,0,5,3
2244,6,0,2,4
2245,5,0,3,4
2246,3,0,2,2
2247,4,0,5,3
2248,2,0,1,2
2249,2,0,3,2
2250,2,0,3,4
2251,2,0,4,3
2252,4,0,4,2
2253,5,0,2,4
2254,6,0,6,3
2255,2,0,2,2
2256,1,-2,1,1
2257,3,-2,2,1
2258,8,0,3,3
2259,2,-2,3,1
2260,6,0,3,2
2261,3,-2,1,2
2262,8,0,4,4
2263,1,0,6,1
2264,3,-2,1,1
2265,3,0,4,3
2266,2,1,2,4
2267,3,-2,1,3
2268,8,0,2,4
2269,4,0,2,4
2270,3,0,4,4
2271,2,0,1,1
2272,6,0,2,4
2273,6,1,4,3
2274,7,0,4,2
2275,1,-2,1,3
2276,4,0,3,2
2277,8,0,3,4
2278,3,0,3,3
2279,3,0,4,2
2280,8,0,2,3
2281,2,0,1,1
2282,8,0,1,4
2283,6,0,2,1
2284,4,0,1,1
2285,4,0,2,1
2286,1,-2,1,1
2287,2,0,3,4
2288,8,-2,2,1
2289,2,-2,1,1
2290,2,0,1,4
2291,4,0,2,1
2292,3,0,2,1
2293,2,-2,2,2
2294,2,0,5,4
2295,5,0,5,4
2296,3,0,1,2
2297,2,0,1,3
2298,1,0,2,4
2299,1,0,2,2
2300,6,0,5,4
2301,1,-2,1,2
2302,1,0,3,3
2303,1,0,3,2
2304,1,-2,1,2
2305,8,0,3,2
2306,1,-2,2,1
2307,7,0,2,2
2308,1,-2,4,2
2309,3,0,2,3
2310,5,0,2,2
2311,2,0,1,2
2312,2,0,3,2
2313,5,0,2,4
2314,2,0,2,3
2315,3,0,3,4
2316,1,0,3,3
2317,8,-2,2,2
2318,8,0,2,4
2319,2,0,1,2
2320,3,0,3,1
2321,8,0,2,1
2322,2,-2,3,1
2323,2,0,2,2
2324,3,0,2,4
2325,1,-2,1,1
2326,1,0,2,2
2327,2,-2,2,1
2328,4,0,2,4
2329,2,0,3,3
2330,8,-2,1,1
2331,2,0,2,3
2332,1,-2,1,2
2333,2,0,2,3
2334,8,0,2,4
2335,7,0,4,4
2336,2,0,2,3
2337,1,0,2,1
2338,2,0,1,1
2339,7,0,3,1
2340,2,0,1,1
2341,4,0,3,4
2342,3,0,2,4
2343,1,-2,2,2
2344,4,0,2,3
2345,2,0,1,1
2346,7,0,2,2
2347,1,0,1,3
2348,4,0,2,3
2349,3,0,5,4
2350,4,0,3,3
2351,5,0,3,2
2352,8,0,1,2
2353,3,0,2,3
2354,1,0,2,4
2355,3,0,3,4
2356,5,0,2,1
2357,1,-2,2,1
2358,1,-2,2,1
2359,5,-2,5,1
2360,4,0,2,3
2361,2,0,2,3
2362,5,0,5,3
2363,2,-2,2,4
2364,8,0,2,4
2365,2,-2,1,2
2366,3,0,2,4
2367,7,0,2,2
2368,4,0,10,2
2369,2,0,3,3
2370,7,0,3,3
2371,5,0,2,1
2372,2,0,2,3
2373,2,0,2,3
2374,3,0,2,2
2375,2,0,3,4
2376,1,0,5,1
2377,1,0,1,2
2378,2,0,2,4
2379,8,0,2,2
2380,1,-2,1,1
2381,1,0,1,1
2382,3,-2,1,1
2383,3,0,2,2
2384,2,0,1,3
2385,2,0,4,3
2386,3,0,2,4
2387,2,-2,2,1
2388,3,0,1,3
2389,2,0,5,2
2390,5,0,4,4
2391,1,-2,4,3
2392,2,0,4,4
2393,2,0,2,1
2394,4,0,2,4
2395,8,0,5,3
2396,4,0,8,1
2397,8,0,5,2
2398,2,-2,4,3
2399,7,-2,2,1
2400,1,0,1,3
2401,2,0,4,4
2402,1,0,4,1
2403,1,-2,3,2
2404,2,0,2,1
2405,4,0,5,4
2406,8,0,3,3
2407,3,0,6,2
2408,6,0,4,3
2409,2,0,3,3
2410,1,0,4,4
2411,1,-2,4,1
2412,3,0,3,4
2413,2,-2,1,1
2414,6,0,1,4
2415,8,-2,2,3
2416,3,0,4,3
2417,1,0,4,3
2418,5,0,2,3
2419,4,0,2,2
2420,8,0,3,4
2421,8,0,4,4
2422,1,0,2,1
2423,2,0,3,1
2424,8,-2,1,1
2425,3,-2,1,2
2426,1,-2,1,2
2427,2,0,1,4
2428,5,0,4,4
2429,2,-2,4,4
2430,8,0,3,2
2431,2,-2,1,1
2432,4,1,1,2
2433,4,0,5,3
2434,3,0,2,2
2435,5,0,4,1
2436,7,0,2,3
2437,3,-2,4,2
2438,8,1,4,2
2439,2,0,2,1
2440,3,1,2,3
2441,6,-2,2,1
2442,1,-2,1,2
2443,4,0,4,1
2444,4,0,6,4
2445,2,0,2,3
2446,2,-2,2,1
2447,3,0,2,3
2448,2,0,1,1
2449,6,0,2,1
2450,5,0,2,3
2451,1,0,1,1
2452,2,0,2,4
2453,3,0,2,3
2454,3,0,2,3
2455,1,-2,4,1
2456,2,0,2,2
2457,2,0,1,3
2458,2,0,2,3
2459,3,0,2,3
2460,8,0,4,4
2461,2,0,3,4
2462,2,0,4,4
2463,2,0,4,4
2464,1,-2,2,1
2465,8,0,3,3
2466,6,0,2,3
2467,8,0,4,2
2468,4,0,4,2
2469,4,-2,2,2
2470,3,-2,2,2
2471,4,0,2,1
2472,4,0,2,3
2473,4,0,3,4
2474,4,0,4,4
2475,7,0,3,4
2476,7,-2,2,1
2477,2,0,2,3
2478,2,0,1,1
2479,7,0,2,2
2480,7,0,2,4
2481,2,0,2,1
2482,4,-2,3,1
2483,4,0,2,4
2484,2,0,2,3
2485,2,0,4,4
2486,3,0,6,3
2487,2,0,2,3
2488,3,0,2,2
2489,6,0,2,4
2490,3,0,5,4
2491,1,0,2,2
2492,8,0,2,4
2493,2,-2,1,3
2494,2,-2,1,1
2495,1,0,6,4
2496,4,0,2,3
2497,2,0,1,1
2498,4,0,4,4
2499,4,0,3,3
2500,7,0,5,4
2501,7,0,5,4
2502,2,0,1,3
2503,4,0,2,1
2504,5,0,5,4
2505,8,0,3,1
2506,6,0,2,4
2507,2,0,2,3
2508,2,-2,2,2
2509,8,0,2,3
2510,3,0,3,2
2511,5,0,2,4
2512,6,0,1,2
2513,8,0,5,3
2514,2,0,8,2
2515,4,0,2,4
2516,3,0,4,2
2517,3,0,2,1
2518,7,0,2,1
2519,8,-2,1,1
2520,2,-2,3,1
2521,8,0,2,4
2522,4,0,1,1
2523,3,0,4,4
2524,1,0,1,1
2525,3,0,1,1
2526,7,0,2,2
2527,4,-2,2,1
2528,3,0,2,3
2529,3,0,2,3
2530,3,0,3,4
2531,3,0,3,3
2532,3,-2,2,1
2533,1,0,1,1
2534,4,0,2,2
2535,4,0,3,4
2536,2,0,5,4
2537,1,-2,5,1
2538,4,0,2,2
2539,1,0,1,2
2540,4,-2,2,1
2541,3,0,2,4
2542,2,0,4,2
2543,3,-2,1,1
2544,2,0,1,3
2545,8,0,2,2
2546,2,0,2,2
2547,6,0,5,3
2548,3,-2,1,1
2549,2,0,2,3
2550,8,1,3,4
2551,3,-2,2,1
2552,3,0,1,2
2553,2,-2,1,2
2554,1,-2,1,1
2555,8,0,4,4
2556,3,0,5,3
2557,8,1,4,4
2558,6,-2,1,1
2559,1,0,4,3
2560,5,0,2,1
2561,5,0,1,2
2562,3,0,5,3
2563,8,-2,2,1
2564,7,0,3,3
2565,2,0,1,3
2566,3,0,3,3
2567,2,0,1,3
2568,1,-2,3,1
2569,3,0,2,1
2570,4,-2,2,2
2571,6,0,7,4
2572,1,0,2,3
2573,4,0,2,3
